,Hasil-Stemming,sentiment,sentiment_score
2259,The courage to ganjar Pranowo Mahfud MD deserves a thumbs up for launching a revolutionary program,netral,0.0
2260,Ganjar Pranowo Mahfud MD is a political figure who inspires positive change,postif,0.11363636363636363
2261,ganjar pranowo is proof of the leader's power of individual positive change,postif,0.11363636363636363
2262,Full support for Ganjar Pranowo Mahfud MD to open up opportunities for poor children,negatif,-0.01666666666666668
2263,Ganjar Pranowo creates momentum to change the mindset of Indonesian children's rights except,netral,0.0
2264,Ganjar Pranowo creates a way for poor children to be educated let's contribute together,negatif,-0.4
2265,I hope the president of Jogja will come to work next time,netral,0.0
2266,Ganjar Pranowo Mahfud MD presents undergraduate poor family program with concrete steps to eradicate poverty,negatif,-0.125
2267,the spirit of ganjaring a special leadership candidate in the eyes of the people,postif,0.35714285714285715
2268,The splendor of Pendowo bersholawat mirrors the complete form of Ganjar Pranowo Mahfud MD,postif,0.1
2269,Ganjar Pranowo invites us to form a nation that teaches good investment,postif,0.7
2270,ganjar recruits lick lobang panatat eloe model,netral,0.0
2271,Hut Hanura Indramayu Oso invites the public to vote for Ganjar Mahfud,netral,0.0
2272,Pranowo ganjars children with educational rights regardless of social background,postif,0.14166666666666666
2273,ganjar pranowo leads as an example of evidence of real action,postif,0.15000000000000002
2274,get ger busy rhetoric,postif,0.1
2275,Ganjar Pranowo Mahfud MD is a fair picture of education the form of the poor family undergraduate program has made a positive breakthrough for the country,postif,0.17575757575757575
2276,Ganjar Pranowo presents a real solution to the poor family undergraduate program a picture of leadership that cares about its commitment to poor students,negatif,-0.20000000000000004
2277,Ganjar Pranowo Mahfud MD Cipta breaks through the poor family program of Fox Scholars on the problem of poverty,negatif,-0.4
2278,Alhamdulillah I am happy that the leadership candidate is sincere and friendly ganjaring a special area for special leadership,postif,0.47785714285714287
2279,Support Ganjar Pranowo Mahfud MD's commitment to poor children's achievement and the right to a decent education,postif,0.017460317460317443
2280,Touching the heart of Pranowo's ganjar for the personal world inspiration for the birth of a great program proof of being sensitive and caring for potential children,postif,0.28
2281,Ganjar Pranowo Alam Governor of Java brings practical insight into educational programs,postif,0.25
2282,Ganjar Pranowo Mahfud MD is a figure resulting from an inclusive point of view,netral,0.0
2283,Pranowo's ganjar really opens up access to education for poor children inspiration come on support positive change,postif,0.009090909090909085
2284,Ganjar Pranowo Mahfud MD Figure please bring Indonesia to an advanced level,postif,0.4
2285,The inspirational spirit of Ganjar Pranowo brings positive changes to human resource investment,postif,0.24242424242424243
2286,ganjar Pranowo's voice for children's education rights the limits of the family's economic background,postif,0.2
2287,Ganjar Pranowo's undergraduate poor family program is a political visionary leader who cares about building human resources,negatif,-0.13333333333333333
2288,ganjar pranowo pay special attention to the performance of children from poor families create a path to achieve the dream of education,negatif,-0.021428571428571436
2289,Masha Allah Jogja's special people have a special spirit of ganjar,postif,0.35714285714285715
2290,Ganjar Pranowo brings poor families to the undergraduate poor families program,negatif,-0.4
2291,Undergraduate poor family program is a real step towards ganjaring Pranowo for creating superior human resources,postif,0.12499999999999999
2292,Dare to ganjar Pranowo Mahfud MD to design a program that deserves a thumbs up,netral,0.0
2293,ganjar pranowo mahfud md smart solution poor family master's program open a fair education path,postif,0.12857142857142856
2294,Bachelor's Poor Family Program Ganjar Pranowo Mahfud MD's active role in advancing education,negatif,-0.26666666666666666
2295,Dare to challenge Pranowo in the face of personal challenges triggering the birth of the Undergraduate Poor Family Program an initiative that needs to achieve positive change,negatif,-0.057575757575757586
2296,ganjar Pranowo for changing education on a solid foundation and building further,netral,0.0
2297,Pranowo's spirit of revenge against the poor inspiration for the undergraduate poor family program concrete steps to create positive change in Indonesia,negatif,-0.10568181818181818
2298,Ganjar Pranowo Mahfud MD pays serious attention to students in the undergraduate poor family program,negatif,-0.3666666666666667
2299,a figure who leads quickly to good solutions for difficult people,postif,0.09999999999999998
2300,the undergraduate poor family program reflects the vision of Ganjar Pranowo to create future generations,negatif,-0.2
2301,undergraduate poor family program form of caring for Ganjar Pranowo Mahfud MD,negatif,-0.4
2302,Pranowo's ganjar is trivial Mahfud's great behavior,postif,0.8
2303,ganjar pranowo leads the heart proof of strong social care,postif,0.2333333333333333
2304,bellamy slander sin of the afterlife loses to the punishment of this world,negatif,-0.3
2305,shield cleric now hahaha,postif,0.2
2306,Ganjar Pranowo Mahfud MD plans concrete steps for the undergraduate poor family program. Innovation needs to be built,negatif,-0.125
2307,Thank God the presidential candidate's ganjar for welcoming Sri Sultan is cool,postif,0.35
2308,Ganjar Pranowo Mahfud MD is proof that he cares about educating the foundations of creating a developed society,postif,0.1
2309,Sat set waiting for the president to help difficult residents with a finger salute,negatif,-0.5
2310,Ganjar Pranowo Mahfud MD hopes that children have the potential to achieve educational success,postif,0.18333333333333335
2311,program for poor families of scholars who care about ganjar pranowo mahfud md the next generation of the nation,negatif,-0.2
2312,Pranowo's ganjar creates a child's environment with a chance of success,postif,0.3
2313,Kikidaliyo Ganjar Pranowo Karno was great Mahfud,postif,0.8
2314,Pranowo Mahfud MD's ganjar program creates a stage for poor children to shine,negatif,-0.4
2315,Ganjar Pranowo Mahfud MD build a strong foundation and continue to educate,postif,0.4333333333333333
2316,Ganjar Pranowo presidential candidate vision of poor families graduates creating superior human resources for Indonesia,postif,0.09999999999999998
2317,among young optimistic women pay attention to the intelligent life of the nation according to uu's mandate,postif,0.45
2318,healthy ganjars progress,postif,0.5
2319,The spirit of Ganjar Pranowo's personal nature inspires struggling students,netral,0.0
2320,Special Jogja ganjars further leadership,postif,0.17857142857142858
2321,Ganjar Pranowo Mahfud MD leads to bring positive change to one Indonesia,postif,0.22727272727272727
2322,Ganjar Pranowo Mahfud MD Vision of Undergraduate Poor Family Program for Children's Opportunities for Family Achievement,negatif,-0.4
2323,The spirit of Ganjar Pranowo he led cared for Indonesia's vision,netral,0.0
2324,Ganjar Pranowo brings the spirit of change to embrace poor children,negatif,-0.4
2325,Utami Raharjo continues,netral,0.0
2326,Ganjar Pranowo Mahfud MD political evidence is a real means of bringing positive change,postif,0.14242424242424243
2327,Pranowo Mahfud MD's ganjar program for children with family talents has access to quality education,netral,0.0
2328,Fully support Ganjar Pranowo Mahfud MD a student figure who is the main foundation for building the nation,postif,0.16666666666666666
2329,ganjar Pranowo ganjar Pranowo for healthy leadership of the great people Mahfud,postif,0.65
2330,Pandampamungkas ganjar Pranowo Pancasila with a death price instead of Mahfud's great guard ganjar,postif,0.8
2331,Undergraduate Poor Family Program is a political milestone for Pranowo's ganjar for educational inequality. Let's support it,negatif,-0.05000000000000001
2332,Poor families graduates pictures of Ganjar Pranowo Mahfud MD lead investment understanding in the field of long-term investment education,negatif,-0.4
2333,ger ger your image is so bad it's not good,negatif,-0.5249999999999999
2334,Let's work together to create a program for poor families with graduates who win Mahfud's ganjars,postif,0.2
2335,Pranowo's ganjar for success is the creation of a poverty solution undergraduate poor family program,negatif,-0.05000000000000002
2336,The results of Pranowo's ganjar the governor of Java are confident that he will bring change at the national level,postif,0.5
2337,It's heartwarming to hear the story of Pranowo's fight to ganjar the launch of the undergraduate poor family program. Hopefully the program will truly break the chain of poverty in Indonesia,negatif,-0.4
2338,ganjar Pranowo for the voice of children's rights to education due to economic conditions,postif,0.037500000000000006
2339,Ganjar Pranowo Mahfud MD created a significant breakthrough for the successful undergraduate poor family program concrete steps to achieve positive change,postif,0.22045454545454546
2340,creamylatteoreo Ganjar Pranowo agrees that Mahfud is great,postif,0.8
2341,Undergraduate poor family program is real evidence of the ganjar of Pranowo Mahfud MD's understanding of the nation's advanced education,postif,0.06666666666666667
2342,Ganjar Pranowo Mahfud MD leads by example in the undergraduate poor family program with dedication to good students,postif,0.14999999999999997
2343,Ganjar Pranowo Mahfud MD opened the door to opportunity,netral,0.0
2344,bullshit a real program to install candidate ganjar numbers Pranowo Mahfud MD a good solution for the Indonesian people,postif,0.44999999999999996
2345,Ganjar Pranowo Mahfud MD brings a breath of fresh air to innovative students,postif,0.4
2346,Ganjar Pranowo Mahfud MD's inclusive education program allows local children to achieve education,netral,0.0
2347,The poor family graduate program Ganjar Pranowo creates a golden opportunity for poor children to achieve good quality education a noble initiative,postif,0.15999999999999998
2348,support Ganjar Pranowo Mahfud MD open the door hope that Indonesian children will look at the economic background,postif,0.1
2349,Breaking up with Pranowo Develops Undergraduate Poor Family Program as a reflection of caring for parties who need access to education,negatif,-0.4
2350,Ganjar Pranowo Mahfud MD creates a positive legacy to change the taste of the wise generation,postif,0.4636363636363636
2351,Ganjar Pranowo Mahfud MD Indonesia's leadership focuses on the welfare level of quality students,netral,0.0
2352,Ganjar Pranowo is proof that inclusive wisdom is the key to a society's level of prosperity,netral,0.0
2353,Ganjar Pranowo is proud to be creative and supports Ganjar to open a space for great young people Mahfud,postif,0.44000000000000006
2354,Ganjar Pranowo Mahfud MD leads the example of change in conventional politics,negatif,-0.14285714285714285
2355,help look for poor families children Ganjar Pranowo's achievements invite active community participation,negatif,-0.26666666666666666
2356,ganjar pranowo ganjar people's dreams happy ganjar great mahfud,postif,0.8
2357,dare to ganjar Pranowo against the poor poor family graduate program to inspire people to change real actions,negatif,-0.20000000000000004
2358,The Undergraduate Poor Family Program Ganjar Pranowo Mahfud MD leads the vision of concrete action to advance students,negatif,-0.049999999999999996
2359,Support Ganjar Pranowo Mahfud MD's vision of Didik Zelp's creation,netral,0.0
2360,ganjar Pranowo natural honey spirit of creativity wisdom education broad impact,postif,0.08125
2361,WB TNI Polri slander boy you have lost so what hahaha,postif,0.2
2362,Ganjar Pranowo Mahfud MD choose to bring positive change to society,postif,0.22727272727272727
2363,ganjar pranowo mahfud md hope the program of poor families master of leadership belongs to the real vision of developing the nation,negatif,-0.1
2364,Support Ganjar Pranowo Mahfud MD support your presence and make positive changes to educational access,postif,0.23863636363636365
2365,Ganjar Pranowo Srek Ridwan Kamil Great Mahfud,postif,0.8
2366,Ganjar Pranowo Mahfud MD brings a bright vision to special attention of students,postif,0.5285714285714286
2367,sauya wake up command program to continue presidential candidates promise to change the people don't expect to change presidential candidates please continue to build ser,netral,0.0
2368,ganjar Pranowo for teaching the results of personal achievements and community contributions,netral,0.0
2369,Ganjar Pranowo is a smart solution to educate teachers from poor families,negatif,-0.09285714285714287
2370,Pranowo's ganjar is proof that children have the right to pursue education and need support from Tommy,postif,0.2857142857142857
2371,Ganjar Pranowo is an example of leading in focusing on important personal matters for the people,postif,0.2
2372,The presidential candidate's tease is excited about the substance of placing the candidate's ganjar number Pranowo Mahfud MD bringing a real program forward,postif,0.2875
2373,Full support for Pranowo Mahfud MD's ganjar for establishing an undergraduate poor family program real steps to eradicate poverty,postif,0.04999999999999999
2374,Kikidaliyo Ganjar Pranowo leads the great Ganjar Mahfud,postif,0.8
2375,Undergraduate poor family program Ganjar Pranowo creates equal opportunities for students let's support the noble vision of existence,postif,0.06666666666666665
2376,Ganjar Pranowo invites agents to support Rizwan's program together,netral,0.0
2377,Ganjar Pranowo Mahfud MD is proof that education changes one's fate and creates positive changes,postif,0.22727272727272727
2378,Ganjar Pranowo Mahfud MD hopefully the educational system steps program will be inclusive,postif,0.25
2379,Undergraduate poor family program is a mirror of Jalan Ganjar Pranowo let's make Indonesian children's opportunities brighter,negatif,-0.4
2380,Ganjar Pranowo undergraduate poor family program is proof that children have the right to a successful and fair education,postif,0.3339285714285714
2381,Please ganjar Pranowo Mahfud MD to make Indonesia a smart investment in the education sector,postif,0.21428571428571427
2382,ganjar pranowo mahfud md guarantees to bring Indonesia to the top of the vision the evidence of the bersholawat event,postif,0.5
2383,Ganjar Pranowo Mahfud MD is proof that children's right to education is limited,postif,0.10714285714285714
2384,ganjar pranowo invites to build a nation of human resource investment,netral,0.0
2385,Ganjar Pranowo Mahfud MD Suara Adil Educate Program for Poor Families Undergraduate Children's Rights,negatif,-0.4
2386,Pranowo's ganjar for the personal world launches the poor family graduate program strong heart change initiative,postif,0.01111111111111109
2387,gmupd let's hit the great dancer Mahfud,postif,0.8
2388,Ganjar Pranowo Mahfud MD opens the door to the undergraduate poor family program to create a bright path,postif,0.15000000000000002
2389,Ganjar Pranowo Mahfud MD is a pioneer in changing education wisely inclusively and fairly Caixia,postif,0.7
2390,Full support for Pranowo Mahfud MD's ganjar for creating a graduate program for poor families to create a generation of superior achievers,postif,0.21666666666666665
2391,Pranowo's spirit of ganjar against natural poverty brings positive change to Mahfud MD's country,postif,0.16363636363636364
2392,Ganjar Pranowo Mahfud MD hopes that Indonesia's undergraduate poor family program let's work together to create bright education,postif,0.15000000000000002
2393,Pranowo Mahfud MD's ganjar program allows poor children to achieve their dreams,negatif,-0.4
2394,Ganjar Pranowo Mahfud MD is proof of talking about people's welfare,netral,0.0
2395,ganjar Pranowo for caring about educating good investments to build the nation,postif,0.7
2396,Ganjar Pranowo teaches you to care about the principles of wise application,postif,0.7
2397,Ganjar Pranowo Mahfud MD brings the spirit of social justice to the edge,postif,0.03333333333333333
2398,ganjar Pranowo to educate children's rights limit rights,netral,0.0
2399,poor families scholars ganjar pranowo teach educate open the door to life,negatif,-0.2
2400,Ganjar Pranowo invites an active role in supporting the program for poor families to create positive change for the country,negatif,-0.014015151515151515
2401,Ganjar Pranowo Mahfud MD teaches undergraduate poor family program creates changes in road hacks,negatif,-0.4
2402,Haru Ganjar Pranowo Mahfud MD talks about education action form FJ,postif,0.1
2403,Ganjar Pranowo Mahfud MD proof of caring rhetoric real action fair education,postif,0.425
2404,Ganjar Pranowo Mahfud MD wakes up hope for the poor family program for child scholars belonging to Access Educate Foam,negatif,-0.4
2405,Undergraduate poor family program slogan real steps to ganjar Pranowo Mahfud MD print generations of continued quality,negatif,-0.1
2406,Pranowo Mahfud MD's spirit of ganjar creates an intelligent nation with competitive students,postif,0.8
2407,Pranowo's ganjar steps to help children from poor families reach teachers deserve appreciation. Let's support the creation of an intelligent Indonesia,postif,0.2
2408,Ganjar Pranowo creates an educational road map for Sabang Merauke,postif,0.25
2409,Undergraduate poor family program strategic steps for Ganjar Pranowo Mahfud MD to create a globally competitive generation,negatif,-0.2
2410,Pendowo prays for the positive momentum of Jalan Ganjar Pranowo Mahfud MD,postif,0.22727272727272727
2411,Ganjar Pranowo Mahfud MD is proof of leadership to bring change wisely and inclusively,postif,0.7
2412,ganjar Pranowo the presidential candidate Idam ganjar for caring about the great people Mahfud,postif,0.8
2413,Pranowo's ganjar for personal motivation to change the fate of poor families undergraduate poor families program,negatif,-0.26666666666666666
2414,Undergraduate poor family program milestone efforts to ganjar Pranowo Mahfud MD to create Indonesian children,negatif,-0.4
2415,thank you remember,netral,0.0
2416,Ganjar Pranowo Mahfud MD: Poor families scholars educate children's fundamental rights,negatif,-0.4
2417,Ganjar Pranowo Mahfud MD teaches students to invest well in the nation,netral,0.0
2418,Pranowo's ganjar program is a true leader in concrete solutions hyung,postif,0.25
2419,ganjar pranowo mahfud md poor family late graduate of human rights,negatif,-0.2333333333333333
2420,Ganjar Pranowo Mahfud MD Poor Family Undergraduate Poor Family Program revolutionary steps for the world of education,negatif,-0.4
2421,ganjar Pranowo Sultan President for dedication,netral,0.0
2422,Pranowo's ganjar is sincere for the personal nature of inspiring generations,postif,0.3333333333333333
2423,Undergraduate poor family program image of Ganjar Pranowo's vision to create a community of students with qualities of fighting success,negatif,-0.05000000000000002
2424,how about utami raharjo?,netral,0.0
2425,enthusiasm for success,postif,0.3
2426,Ganjar Pranowo Mahfud MD political evidence as a means of creating positive change in the world of ADRN education,postif,0.11363636363636363
2427,Ganjar Pranowo Mahfud MD attends Undergraduate Poor Family Program real steps to level the quality of human resources let's make our dreams come true,postif,0.03749999999999999
2428,The spirit of the pendowo in prayer is a picture of a religion that is a form of ganjar for Pranowo Mahfud MD,netral,0.0
2429,Undergraduate poor family program is a real effort to challenge Pranowo Mahfud MD to challenge inequality in Indonesian education,negatif,-0.1
2430,Pranowo Mahfud MD's responsibility event belongs to the attraction,netral,0.0
2431,Ganjar Pranowo Mahfud MD brings hope to poor families the undergraduate poor families program will be successful in positively changing the country,postif,0.044318181818181805
2432,ganjar Pranowo the governor of Java bring wisdom to measure the real impact,postif,0.2
2433,It's really cool to ganjar people,postif,0.35
2434,Sultan Hamengkubuwono Kali Ganjar Pranowo Bright,postif,0.7000000000000001
2435,The undergraduate poor family program initiated by Ganjar Pranowo Mahfud MD really raised the spirit of fighting the poor in Indonesia,negatif,-0.20000000000000004
2436,Ganjar Pranowo Mahfud MD is an important front-line leadership model for the people,postif,0.4
2437,Ganjar Pranowo Mahfud MD Undergraduate Poor Family Program Evidence of Educating the Rights of the Indonesian People,negatif,-0.4
2438,The people hope to join the parties the parties carry out the party's teaching orders the people's vote is a mandate to entrust,netral,0.0
2439,a leader figure for one citizen,netral,0.0
2440,Utami Raharjo lied ran fast really beat him stay focused get the same ganjar,postif,0.13333333333333333
2441,Ganjar Pranowo image of dedication to community prosperity undergraduate poor family program real efforts to create positive change,postif,0.009090909090909085
2442,ganjar pranowo mahfud md proof of the vision of peer education exists in real action,postif,0.15000000000000002
2443,a real proof of the work of Ganjar Pranowo Alpnkkv Mahfud's great leadership,postif,0.5
2444,educate powerful weapons to change the world ganjar pranowo proof of innovative programs,postif,0.4
2445,tomorrow grandma will fall on a banana peel because she is linked to the wrong political candidate support the wrong one be healthy be a little smart bro just report it and continue with the legal process,negatif,-0.039030612244897955
2446,Giur the presidential candidate believes in hard work and installs the candidate number ganjar pranowo mahfud md evidence of hard work is the key,negatif,-0.19444444444444445
2447,even focus on gen z reality survey in all provinces results of the generation team's test fed up with stupid tricks the team that won the sed survey,negatif,-0.7999999999999999
2448,ganjar pranowo yantisanusihani ganjar great ideological idea mahfud,postif,0.8
2449,program for poor families with real efforts ganjar pranowo mahfud md opens opportunities to educate the poor,negatif,-0.20000000000000004
2450,program for poor families master ganjar pranowo mahfud md pimpin paham didik education foundation maju bangsa,negatif,-0.4
2451,The results of Pendowo bersholawat are a compact reflection of people's solidarity Ganjar Pranowo Mahfud MD,netral,0.0
2452,Haru Ganjar Pranowo hopes that poor children will change their destiny,negatif,-0.4
2453,Ganjar Pranowo Mahfud MD changes full of struggle for positive solutions to the undergraduate poor family program,postif,0.05909090909090908
2454,Ganjar Pranowo Mahfud MD is worthy of full support for the program for poor families leading education care for students,postif,0.09444444444444444
2455,Ganjar Pranowo Mahfud MD Undergraduate Poor Family Program is proof that children have the potential to achieve dreams,negatif,-0.2
2456,ganjar pranowo is really fun to walk healthy with great ganjar mahfud,postif,0.5333333333333333
2457,poor families graduates evidence of Ganjar Pranowo Mahfud MD's vision of students' social problems,negatif,-0.18333333333333335
2458,Ganjar Pranowo Mahfud MD Poor families scholars universal rights of access for children,negatif,-0.2
2459,Ganjar Pranowo Mahfud MD,netral,0.0
2460,Haru Gangar Pranowo Mahfud MD talks about change and takes concrete steps,postif,0.15000000000000002
2461,Undergraduate poor family program Caring Mirror Ganjar Pranowo Mahfud MD Educational Power,negatif,-0.07500000000000001
2462,ganjar Pranowo for managing Mahfud's great goals,postif,0.8
2463,Ganjar Pranowo Mahfud MD politics means positive over real,postif,0.21363636363636362
2464,Fully support Ganjar Pranowo Mahfud MD create bright education,postif,0.7000000000000001
2465,Ganjar Pranowo Ganjar Inspirational discusses Mahfud's great economics,postif,0.65
2466,Utami Raharjo the main thing is still everything this is Pranowo's ganjar,postif,0.16666666666666666
2467,ganjar Pranowo ganjar the results of the attitude of the leading candidate ganjar Pranowo the great Mahfud,postif,0.8
2468,Ganjar Pranowo invites one against the poor to create a change for the poor family program,negatif,-0.4
2469,Ganjar Pranowo Rosiannahi the idol of young people Mas Alam Ganjar wants to be great Mahfud,postif,0.3666666666666667
2470,Please consider the options choose choose but it is more dignified to move forward without being challenged than to remain silent,postif,0.25
2471,Ganjar Pranowo Mahfud MD open the door please close it,netral,0.0
2472,Ganjar Pranowo Mahfud MD brings enthusiasm to become a motorbike teacher for social and culinary change,postif,0.016666666666666666
2473,Vote to lead belonging to the people's real plan promise to install the candidate's ganjar number Pranowo Mahfud MD Indonesia,postif,0.2
2474,use use discussion about undergraduate lecturer discussion kadesrtrw solutions about the world of fighting students bahrawi tanoe didu,netral,0.0
2475,Ganjar Pranowo Mahfud MD leads by example of true leadership and good actions,postif,0.5249999999999999
2476,Undergraduate Poor Family Program the ambitious project of Ganjar Pranowo Mahfud MD creates a generation that continues to excel,negatif,-0.07500000000000001
2477,ganjar pranowo leads with the heart proof of a true leader who cares about the needs of the people,postif,0.35
2478,Ganjar Pranowo Mahfud MD Tandem Natural Honey Vision to Bring Positive Change PTA,postif,0.16363636363636364
2479,poor families of scholars ganjar pranowo mahfud md invite contributions to create a generation that continues to be resilient,negatif,-0.4
2480,Undergraduate Poor Family Program Mission Ganjar Pranowo Mahfud MD Program for Positive Change,negatif,-0.08636363636363638
2481,Ganjar Pranowo Mahfud MD a poor family of undergraduates inspires a collective spirit for inclusive education,negatif,-0.4
2482,Ganjar Pranowo Filmpetsher Compact Family Gangar Bu Ati Mas Alam Where Gangar Goes Great Mahfud,postif,0.8
2483,Undergraduate poor family program is a real form of commitment to ganjar Pranowo Mahfud MD to bridge the social gap between students,negatif,-0.05555555555555556
2484,ganjar pranowo bring nature to the governor of Java program for poor families masters real commitment education homeland Fauzin,negatif,-0.1
2485,Ganjar Pranowo continues the friendship God willing Amin's age will be great Mahfud,postif,0.525
2486,Ganjar Pranowo Mahfud MD presents a program to change the lives of poor children change the nation,negatif,-0.4
2487,campus name of private university owned by bad mentality how to open bad mental thought patterns graduate immersion Kamous name of different facilitiesampburhanuddin's fighting network,negatif,-0.24999999999999997
2488,WB TNI POLRI killed,negatif,-0.2
2489,Undergraduate poor family program proof of ganjar. Pranowo understands the urgency of being able to educate Tara let's support change together,postif,0.04999999999999999
2490,Mahfud's ganjar program has received long-term benefits from residents,netral,0.0
2491,Undergraduate poor family program Impi Cipta Indonesia Fair Didik Ganjar Pranowo Mahfud MD Ubah program,postif,0.14999999999999997
2492,Ganjar Pranowo attends the undergraduate poverty family program for solutions to successful educational attainment changes,postif,0.5
2493,ganjar pranowo ganjar suddenly my childhood friend is very funny nemenin ganjar kemmananaa great mahfud,postif,0.375
2494,Undergraduate poor family program Serious Mirror Ganjar Pranowo Mahfud MD Cipta Tara Didik,negatif,-0.3666666666666667
2495,Undergraduate poor family program image of Ganjar Pranowo's determination to tara educate let's support the noble vision of existence,postif,0.09999999999999998
2496,support Ganjar Pranowo Mahfud MD create a change in science investment,netral,0.0
2497,Ganjar Pranowo Mahfud MD proof of privilege education,netral,0.0
2498,Marnisafira Ganjar Pranowo good wishes to the great president Mahfud,postif,0.75
2499,utami raharjo how is that?,netral,0.0
2500,Undergraduate poor family program is a concrete form of commitment to ganjar Pranowo Mahfud MD Cipta had time to tare in the field of education,negatif,-0.125
2501,Doesn't it seem like the presidential candidates are also haunting the house?,netral,0.0
2502,undergraduate poor family program concrete steps to ganjar Pranowo Mahfud MD to create a competitive generation in the global era,negatif,-0.08333333333333333
2503,The ambition of the concrete lightning program is to install the candidate number ganjar pranowo mahfud md bring lightning,postif,0.15000000000000002
2504,ganjaring the people's enthusiasm he led the residents' home stay,netral,0.0
2505,Bachelor's Poor Family Program Evidence of Ganjar Pranowo Mahfud MD's courage to fight educational inequality,negatif,-0.07500000000000001
2506,poor family program undergraduate strategy ganjars Pranowo Mahfud MD to become an educator on social change motorbikes,negatif,-0.18333333333333335
2507,Pranowo's ganjar program leads progressive care,netral,0.0
2508,Ganjar Pranowo Mahfud MD is proof of progressive leadership in launching the undergraduate poor family program,negatif,-0.4
2509,Vote to support the good work of ganjar Mahfud to advance Indonesia Gasspoll,postif,0.7
2510,the undergraduate poor family program Ganjar Pranowo Mahfud MD led the hearing to respond to people's aspirations,negatif,-0.4
2511,ganjar pranowo mahfud md evidence of national development and human development,netral,0.0
2512,Wrong choice to lead firmly,negatif,-0.35
2513,Ganjar Pranowo Mahfud MD intelligent proof of children's rights,postif,0.8
2514,stupid people are wrong they have access to work teaching mindset speaking fighting mentality Tanoe Bahrawi,negatif,-0.6499999999999999
2515,Ganjar Pranowo Mahfud MD designs smart solutions for poor family programs successful graduates efforts to level the quality of Indonesian students,postif,0.1880952380952381
2516,Thank God fighting for ganjar brings profit to the community,netral,0.0
2517,Ganjar Pranowo Mahfud MD builds the foundation for a generation that continues to be competitively intelligent,postif,0.8
2518,Ganjar Pranowo brings a political human touch proof that a true leader cares about educating the people,postif,0.11666666666666665
2519,Ganjar Pranowo Mahfud MD Commitment to Create Educate Tara Program for Undergraduate Poor Families Successful Progressive Steps,postif,0.175
2520,honest provincial gen z power team generation sick of stupid tricks alert alert,negatif,-0.30476190476190473
2521,Ganjar Pranowo Mahfud MD is proof of children's educational rights to discrimination,postif,0.25
2522,Undergraduate poor family program Mirror of Juang Gangar Pranowo creates positive change in Indonesia,negatif,-0.08636363636363638
2523,Ganjar Pranowo brings innovation to create inclusive education programs,netral,0.0
2524,Husin Shihab Suryaatmadja Ganjar Pranowo for drinking gatherings should not use aqua glasses but caprese uses glass glasses hahaha great mahfud,postif,0.5
2525,ganjar pranowo invites layers of society to make the dreams of Indonesian children come true,postif,0.35
2526,bar,netral,0.0
2527,Ganjar Pranowo Mahfud MD superior program for bridging gaps in education for poor families,postif,0.14999999999999997
2528,Ganjar Pranowo image of caring for Indonesian children poor family program graduate success noble mission,postif,0.16666666666666666
2529,Ganjar Pranowo Mahfud MD agent changes the doors of education wide open Putrah,negatif,-0.05
2530,staying at a local resident's house,netral,0.0
2531,Ganjar Pranowo Mahfud's simple great family,postif,0.4
2532,Undergraduate poor family program on the way for poor families to change their fate. Ganjar Pranowo hopes for real positive change,negatif,-0.15303030303030304
2533,ganjar pranowo mahfud md smart solution poor family program master of leadership belonging to the real vision of developing the nation,postif,0.0047619047619047545
2534,Inspiration from Ganjar Pranowo's personal story is proof that he really understands about poor children pursuing education,negatif,-0.06666666666666667
2535,Fully support Ganjar Pranowo Mahfud MD bring the spirit of education,netral,0.0
2536,Ganjar Pranowo understands that access to children's education is a reflection of the undergraduate poor family program,negatif,-0.4
2537,Pranowo's leadership evidence ganjar program is sensitive to the needs of the community,postif,0.1
2538,Ganjar Pranowo builds a strong foundation for a generational print program that continues to be globally competitive,postif,0.21666666666666665
2539,pandamamungkas ganjar Pranowo ganjar the great great leader Mahfud,postif,0.8
2540,seeIndo Ganjar Pranowo keep your spirits up Sis Alam thank you for your great positive love Mahfud,postif,0.5090909090909091
2541,utami raharjo how is it,netral,0.0
2542,Pranowo's ganjar for teaching children to have the potential for success was tara,postif,0.15
2543,healthy ganjar,postif,0.5
2544,Ganjar Pranowo Mahfud MD's Initiative Undergraduate Poor Family Program evidence of leadership understanding the urgency of educating mania,negatif,-0.4
2545,Pranowo's spirit of chastisement against poor students deserves appreciation and support,negatif,-0.4
2546,personal natural inspiration Ganjar Pranowo's strong commitment to launch a program for poor families Dika,postif,0.033333333333333326
2547,ganjar pranowo proof of leadership hope for an opportunity to learn,netral,0.0
2548,Fully supports the vision of Ganjar Pranowo Mahfud MD to provide quality education to all corners of the country,netral,0.0
2549,Pranowo's spirit of ganjar is proof of real change in action,postif,0.15000000000000002
2550,Ganjar Pranowo Mahfud MD wisely educates Indonesian children to open opportunities,postif,0.35
2551,Pranowo's break up ended financial inability of poor families poor family undergraduate program to inspire people,negatif,-0.26666666666666666
2552,poor families graduates concrete efforts to ganjar Pranowo Mahfud MD against inequality in Indonesian education,negatif,-0.125
2553,ganjar the blessing of Sri Sultan to lead the country as mahat as ganjar hopefully it will run smoothly,postif,0.4
2554,Supports Ganjar Pranowo Mahfud MD as proof of changing education,netral,0.0
2555,Ganjar Pranowo the great glass of Mahfud,postif,0.8
2556,Ganjar Pranowo Mahfud MD invites us to build brightly together the program for poor families with undergraduate degrees has been successful in changing usung,postif,0.35000000000000003
